idno,tpx_all,DATE,TIME,DURATION,SET,PRESENT_REF,FUTURE_REF,PAST_REF,SP,SU,FA,WI,MO,MI,AF,NI,DATE_century,DATE_decade,DATE_year,DATE_month,DATE_day,DATE_spec_none,DATE_spec_year,DATE_spec_year_month,DATE_spec_month,DATE_spec_day,DATE_spec_month_day,DATE_spec_any,DATE_spec_full,TIME_daytime,TIME_hour,DURATION_century,DURATION_decade,DURATION_year,DURATION_month,DURATION_week,DURATION_day,DURATION_hour,DURATION_minute,SET_century,SET_year,SET_month,SET_week,SET_day,SET_daytime,VERB_present,VERB_imperfect,VERB_future,VERB_past,VERB_conditional,ahora,pronto,hoy,mañana,el_día,ayer,al_día_siguiente,del_día,julio,este_momento,próximo,próxima,domingo,ahora_mismo,actual,el_año,el_día_siguiente,invierno,estos_momentos,hoy_mismo,domingos,al_siguiente_día,reciente,la_primavera,primavera,la_semana,mañana_mismo,del_año,próximos,mayo,el_día_anterior,el_domingo,próximas,actualmente,el_mismo_día,verano,estos_días,el_invierno,del_siglo,del_día_siguiente,este_día,el_sábado,diciembre,el_futuro,abril,los_veinte,recientemente,medio_día,ese_mismo_día,octubre,la_noche,la_mañana,la_tarde,esta_noche,anoche,la_madrugada,esta_mañana,esta_tarde,pasado_mañana,última_noche,el_mediodía,esta_noche_misma,el_mañana,la_medianoche,estas_noches,siguiente_mañana,siguiente_noche,esta_madrugada,pasada_noche,la_mañana_del_domingo,la_noche_del_viernes,la_noche_del_domingo,las_9_de_la_mañana,última_tarde,la_tarde_del_domingo,esta_tarde_misma,la_noche_del_lunes,siguiente_madrugada,las_9_de_la_noche,estas_tardes,las_4_de_la_tarde,la_noche_del_jueves,esta_mañana_misma,la_mañana_del_viernes,las_11_de_la_mañana,la_tarde_del_sábado,próxima_madrugada,últimas_noches,próxima_noche,pasado_noche,las_5_de_la_tarde,la_tarde_del_viernes,la_mañana_del_sábado,las_11_de_la_noche,las_3_de_la_tarde,la_noche_del_sábado,las_12_de_la_noche,las_6_de_la_tarde,la_noches,presente_mañana,un_día,años,una_hora,tres_días,algunos_días,dos_horas,pocos_días,un_año,todo_el_día,dos_días,muchos_años,un_mes,dos_años,veinte_años,algunos_minutos,algunas_horas,un_minuto,diez_años,ocho_días,dos_meses,quince_días,una_semana,muchos_días,cinco_minutos,tres_años,dos,algunos_años,seis_años,tres_meses,seis_meses,cinco_años,algunos_meses,diez_minutos,pocas_horas,cuatro_días,ocho_años,cuatro_años,quince_años,unos_días,treinta_años,los_pocos_días,tres_horas,pocos_años,pocos_minutos,siete_años,dos_minutos,tres,muchas_horas,un_siglo,pocos_meses,cada_día,todos_los_días,diariamente,todas_las_noches,diario,diaria,todas_las_mañanas,todas_las_tardes,al_día,diarias,diarios,cada_mes,cada_año,mensuales,al_mes,al_año,al_mediodía,cada_semana,cada_noche,mensual,anuales,todos_los_años,todos_los_domingos,anual,anualmente,todos_los_sábados,cada_ocho_días,cada_mañana,dos_veces_al_día,dos_veces_por_semana,mensualmente,todos_los_meses,todas_las_semanas,todos_los_siglos,una_vez_por_semana,semanal,al_siglo,cada_domingo,una_vez_al_año,dos_veces_a_la_semana,semanalmente,cada_quince_días,cada_tarde,cada_dos_meses,todos_los_jueves,cada_sábado,todos_los_viernes,una_vez_al_día,cada_dos_días,todos_los_lunes
nh0069,1277,687,270,299,21,257,72,0,9,6,2,5,69,1,35,167,21,0,41,52,244,329,84,30,0,0,0,358,244,1,0,6,0,109,11,1,81,56,35,2,0,1,0,15,3,11620,6429,1208,6575,376,57,44,111,38,36,29,20,17,1,12,16,8,5,2,2,6,2,2,12,3,0,6,0,4,3,0,0,5,2,1,0,0,2,0,1,1,1,0,4,1,1,0,0,0,0,0,0,0,5,1,126,55,30,33,7,8,5,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,18,26,16,7,4,13,1,9,2,5,5,0,7,2,5,8,2,3,2,2,3,0,4,4,7,0,1,4,0,0,2,2,4,0,3,0,10,1,1,1,6,1,1,1,0,1,0,1,1,0,4,5,3,0,0,0,1,1,1,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0070,252,136,49,45,22,47,21,1,0,2,0,1,10,0,15,26,1,0,4,4,53,130,5,0,1,0,0,6,0,49,0,0,0,10,3,0,24,5,3,0,0,3,1,15,2,599,2557,51,776,67,20,18,4,10,5,2,3,7,0,2,0,3,0,6,0,1,0,1,0,0,10,0,1,0,0,4,0,0,0,1,0,1,0,0,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,24,8,14,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,0,1,1,0,3,0,3,0,1,0,0,0,0,2,0,1,1,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,2,4,2,0,0,0,2,1,1,3,1,2,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
nh0071,215,98,30,73,14,56,11,2,0,0,0,0,9,0,11,17,0,0,2,7,20,89,2,7,0,0,0,9,0,30,0,0,0,32,5,0,29,7,0,0,1,0,0,6,7,705,2209,51,718,77,22,6,13,12,6,0,2,7,0,1,3,1,1,1,0,0,1,0,1,1,0,0,2,0,0,0,0,1,0,1,2,0,1,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,16,6,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,16,0,2,3,1,3,1,1,2,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,1,0,0,0,4,0,1,0,0,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0072,310,157,72,78,3,62,51,0,1,0,0,1,5,0,13,52,0,0,5,3,36,149,7,1,0,0,0,8,0,70,2,1,0,38,3,0,25,8,3,0,0,0,0,3,0,3882,3237,297,3426,155,24,48,18,16,7,5,6,6,0,4,0,2,0,1,0,0,2,0,0,2,0,0,0,1,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,30,4,9,11,10,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,14,2,0,5,0,6,1,0,3,1,1,1,5,1,3,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0073,172,66,37,61,8,40,4,0,0,1,0,2,13,2,5,19,0,0,2,9,9,48,7,6,0,0,0,18,5,19,0,0,0,31,5,2,13,7,3,0,0,1,0,5,2,1138,507,62,247,28,15,4,12,3,7,0,0,2,1,3,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,3,3,2,1,5,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,2,0,2,5,0,1,1,0,2,0,1,3,2,0,0,0,1,0,0,0,0,1,0,0,1,0,2,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0074,84,45,15,19,5,11,13,3,0,0,0,2,1,1,2,12,1,0,1,2,13,41,4,0,0,0,0,4,0,15,0,0,0,5,3,0,7,1,3,0,0,1,0,3,1,288,1013,11,367,83,5,9,3,5,1,0,3,1,0,0,2,1,0,0,0,0,3,0,0,0,1,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,10,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0075,176,108,26,28,14,27,25,1,3,1,1,1,5,0,7,14,0,8,7,18,21,85,8,0,12,0,3,23,0,26,0,0,0,18,5,0,4,0,1,0,1,2,1,10,0,987,937,88,712,86,15,17,1,12,2,0,1,3,1,0,2,3,0,0,1,2,0,1,0,1,2,0,0,0,3,0,0,0,0,1,0,0,3,1,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,10,3,6,2,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,0,0,0,6,0,0,1,0,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,4,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
nh0076,452,218,104,121,9,107,30,6,0,0,2,1,28,1,14,62,1,3,9,10,51,210,4,0,2,1,0,7,0,104,0,0,0,38,13,9,37,8,16,0,2,2,0,4,1,3765,3257,311,2054,173,57,24,23,18,14,15,0,5,0,0,2,2,1,4,0,1,3,0,0,1,2,0,5,0,0,0,1,2,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1,1,3,0,0,0,0,46,12,12,12,3,10,2,2,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,7,1,4,3,6,2,4,3,1,1,1,0,1,4,2,3,0,2,4,0,5,0,2,2,0,0,2,2,1,1,0,1,0,1,1,2,1,0,0,1,1,0,0,1,0,0,1,2,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0077,511,323,77,84,27,203,33,1,0,2,0,0,16,0,6,57,3,2,9,3,67,249,16,1,0,0,1,74,56,13,0,3,0,36,4,0,25,13,2,0,3,0,1,20,2,7151,4918,507,3423,326,56,30,78,25,32,2,12,8,0,13,0,0,2,1,5,2,1,0,1,1,9,1,1,0,0,1,4,1,0,0,0,2,1,3,1,1,0,0,2,0,0,0,0,2,0,0,0,0,0,0,29,8,6,15,11,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,6,0,2,1,0,5,2,0,6,1,0,4,0,0,0,3,5,1,0,0,0,2,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,8,6,3,2,1,0,0,0,1,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0078,135,64,28,41,2,24,16,0,1,1,0,1,6,0,0,22,0,1,2,5,16,60,3,0,1,0,0,4,0,28,0,0,0,13,2,1,18,3,4,0,2,0,0,0,0,1200,991,48,666,14,7,15,6,6,8,0,3,2,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,19,5,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,2,2,1,0,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,2,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0079,124,51,10,51,12,24,7,0,0,0,0,0,1,0,2,10,0,0,2,3,15,32,2,3,0,0,0,19,14,3,0,0,0,13,6,0,24,4,4,0,0,0,0,9,3,1161,759,78,454,32,4,5,9,6,6,4,3,2,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,0,1,1,0,0,1,0,2,0,0,0,0,1,4,1,0,2,0,0,0,0,1,0,0,0,2,0,0,1,0,0,0,2,1,0,1,0,0,0,0,0,1,1,0,0,0,2,1,5,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0080,467,255,82,102,28,109,51,4,0,1,0,2,13,1,19,49,1,0,0,8,80,251,0,0,3,0,1,4,0,80,2,2,0,46,11,6,16,11,10,0,5,1,5,13,2,4115,3647,191,2358,312,59,39,26,43,13,6,3,2,0,1,6,4,13,3,2,0,1,1,0,0,3,1,3,0,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,1,0,0,0,34,7,19,9,4,4,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,24,4,2,0,1,0,3,0,0,2,4,0,1,0,0,4,0,0,0,0,4,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,0,2,1,0,1,1,4,0,0,2,2,1,1,2,0,0,0,1,3,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0
nh0081,567,329,61,147,30,131,76,1,10,4,1,2,15,0,12,43,2,1,31,39,45,208,54,22,0,0,0,121,45,1,0,2,0,62,19,6,38,13,4,0,0,2,0,18,9,1850,3704,254,2506,243,91,67,20,22,7,3,5,3,15,1,4,2,2,6,2,2,0,1,0,1,0,1,1,5,5,0,1,3,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,30,7,8,7,2,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,2,2,3,1,3,5,0,0,2,1,0,3,0,1,1,2,0,1,0,0,1,0,2,4,2,1,3,1,2,1,0,0,0,1,2,1,0,0,0,1,1,0,1,0,3,0,2,0,3,2,6,4,3,0,1,4,0,2,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0082,217,144,25,36,12,63,39,0,0,5,1,6,5,0,2,23,0,0,0,12,30,144,0,0,0,0,0,0,0,25,0,0,0,11,1,0,16,1,7,0,0,0,0,7,5,1024,1949,98,760,74,42,34,7,23,11,1,4,2,0,0,1,4,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,2,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,0,0,1,0,0,0,1,1,1,0,0,0,1,0,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0083,220,143,18,50,9,57,9,0,0,0,0,0,4,0,4,9,12,1,29,1,34,66,42,1,0,0,0,77,34,0,0,2,0,19,1,0,17,7,4,0,4,0,0,5,0,2291,773,174,667,108,16,3,20,4,2,0,3,3,0,1,3,1,1,2,4,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,0,0,0,0,6,0,0,1,0,1,0,1,0,0,0,0,7,4,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,2,2,1,1,0,1,0,2,1,0,0,0,1,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0084,607,364,90,118,35,115,98,6,1,5,1,5,24,6,23,46,9,2,19,34,78,223,45,22,0,0,0,141,74,3,0,1,0,46,5,2,35,24,3,0,5,0,1,16,9,1912,3739,132,2207,139,75,91,17,22,14,6,6,5,0,0,3,3,11,1,3,4,0,2,0,0,3,8,5,1,0,2,1,4,1,0,0,1,0,0,2,2,0,1,2,0,0,1,1,0,0,0,1,0,0,2,39,20,22,2,1,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,7,1,2,3,7,1,1,6,2,0,2,1,1,1,0,4,0,1,0,0,1,0,0,1,2,1,0,0,1,2,0,2,1,1,1,0,0,0,0,1,3,0,1,0,1,0,0,0,3,7,2,3,2,0,2,1,1,0,1,0,1,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
nh0085,894,503,140,236,15,237,90,4,0,0,1,0,32,0,28,80,3,1,20,14,129,331,25,13,0,0,0,172,134,0,0,5,0,57,19,1,87,35,31,1,1,0,0,13,0,6842,4210,510,3527,446,50,56,99,19,23,19,11,13,0,7,18,13,1,14,12,7,1,0,2,6,0,3,2,0,0,0,1,0,2,0,2,0,0,3,2,0,4,0,1,1,0,0,0,0,0,0,2,0,0,0,65,26,27,4,8,5,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,14,8,5,7,2,3,3,3,6,5,2,3,0,11,5,2,0,4,0,2,0,6,1,1,1,1,2,2,2,1,1,0,3,0,0,0,0,2,0,8,1,0,2,0,4,1,2,2,2,2,1,6,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0086,316,146,90,70,10,60,42,3,0,4,3,1,7,1,36,50,0,0,7,12,20,144,0,0,2,0,0,2,0,90,0,1,0,22,5,4,23,9,6,0,3,0,0,3,4,366,3849,12,1572,114,43,26,0,8,12,1,2,4,1,0,3,5,0,0,0,4,1,1,0,0,0,1,3,0,0,1,0,3,6,1,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,2,33,0,0,5,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,3,2,2,0,0,2,2,0,0,0,0,0,0,4,1,0,0,0,1,1,0,1,1,0,2,2,2,2,0,0,0,2,2,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0087,150,101,15,31,3,62,3,0,6,0,0,1,1,0,4,10,0,0,1,11,24,72,6,2,1,0,0,29,20,1,0,3,0,12,2,0,5,4,5,0,0,0,0,3,0,1245,388,155,244,81,28,2,19,19,2,3,0,1,0,4,0,0,0,0,4,0,0,1,1,0,0,0,0,2,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,7,1,3,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,2,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,2,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0088,297,165,26,81,25,60,36,0,0,2,0,7,2,0,5,22,0,0,12,15,41,124,20,5,1,0,0,41,15,15,0,1,0,29,16,1,31,1,1,0,2,2,1,14,3,610,4222,48,1481,236,31,33,3,9,12,2,7,3,0,0,0,0,1,0,7,1,5,0,0,1,0,1,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,3,0,0,0,0,1,0,19,0,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,1,1,1,0,1,4,2,3,1,0,4,0,0,0,0,0,0,2,1,1,0,0,0,0,1,0,2,1,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,7,5,0,0,0,0,1,0,2,0,0,1,2,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
nh0089,728,389,101,174,64,164,53,1,4,1,5,4,22,0,29,66,3,4,9,40,102,348,5,0,21,6,7,39,0,101,0,2,0,74,13,6,48,17,8,0,1,4,2,38,16,4905,3228,653,2612,228,94,47,28,47,21,10,1,9,0,1,1,4,3,1,1,3,1,3,0,1,4,1,0,2,2,6,0,2,1,4,0,5,0,0,0,0,0,0,3,0,0,0,2,0,2,0,1,4,0,2,46,14,23,5,5,1,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,25,6,1,3,1,2,1,5,2,4,0,2,2,0,1,0,6,2,1,2,2,0,1,5,11,0,2,1,0,0,3,0,2,0,0,2,1,1,0,1,5,2,6,5,0,0,0,1,2,10,13,4,9,4,1,2,4,0,2,0,1,0,1,1,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0
nh0090,1802,719,287,662,134,246,108,1,1,3,0,2,83,1,45,164,0,11,19,30,281,460,45,14,4,2,6,259,188,80,0,4,0,168,61,65,222,68,66,0,11,21,19,75,6,7890,7882,1350,8718,508,92,105,45,54,64,17,52,7,1,15,1,1,11,4,1,4,4,1,3,5,14,0,1,0,1,17,3,4,1,0,5,19,0,0,2,3,4,0,0,2,1,8,2,0,0,2,0,4,0,1,125,60,42,17,16,18,2,2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,54,19,19,6,17,17,6,4,9,6,15,3,7,4,3,4,5,14,8,5,22,2,20,3,11,4,2,2,4,1,7,14,6,10,2,4,1,4,4,1,4,0,3,2,1,5,0,3,2,17,16,8,0,8,5,0,1,2,6,11,13,3,2,3,2,1,17,3,2,1,1,0,3,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
nh0091,137,95,15,27,0,34,9,0,2,2,0,0,4,0,1,10,3,0,18,8,22,60,20,2,2,0,0,34,10,9,0,0,0,9,1,1,8,8,0,0,0,0,0,0,0,1255,935,107,710,46,12,6,12,9,6,1,1,1,0,2,1,1,2,0,0,5,1,0,0,0,0,0,0,0,2,1,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,10,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,0,0,1,3,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0092,748,361,119,243,25,157,44,6,16,10,2,20,33,0,21,68,2,1,17,50,74,300,58,1,1,0,0,60,0,119,0,1,0,46,20,35,80,40,19,0,3,1,1,17,3,5997,4250,566,3028,408,83,35,25,30,17,5,11,13,0,3,3,4,2,1,4,1,0,9,0,1,2,1,3,7,8,7,1,1,0,0,1,1,1,1,0,6,3,7,0,0,0,3,0,1,1,0,3,0,0,0,54,29,19,9,2,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,8,15,11,13,2,12,3,1,3,3,2,1,2,4,10,1,3,0,1,0,9,1,3,0,4,0,0,0,0,2,14,1,1,1,1,1,0,0,0,8,2,0,2,0,1,1,3,1,0,3,9,3,3,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
