idno,tpx_all,DATE,TIME,DURATION,SET,PRESENT_REF,FUTURE_REF,PAST_REF,SP,SU,FA,WI,MO,MI,AF,NI,DATE_century,DATE_decade,DATE_year,DATE_month,DATE_day,DATE_spec_none,DATE_spec_year,DATE_spec_year_month,DATE_spec_month,DATE_spec_day,DATE_spec_month_day,DATE_spec_any,DATE_spec_full,TIME_daytime,TIME_hour,DURATION_century,DURATION_decade,DURATION_year,DURATION_month,DURATION_week,DURATION_day,DURATION_hour,DURATION_minute,SET_century,SET_year,SET_month,SET_week,SET_day,SET_daytime,VERB_present,VERB_imperfect,VERB_future,VERB_past,VERB_conditional,ahora,pronto,hoy,mañana,el_día,ayer,al_día_siguiente,del_día,julio,este_momento,próximo,próxima,domingo,ahora_mismo,actual,el_año,el_día_siguiente,invierno,estos_momentos,hoy_mismo,domingos,al_siguiente_día,reciente,la_primavera,primavera,la_semana,mañana_mismo,del_año,próximos,mayo,el_día_anterior,el_domingo,próximas,actualmente,el_mismo_día,verano,estos_días,el_invierno,del_siglo,del_día_siguiente,este_día,el_sábado,diciembre,el_futuro,abril,los_veinte,recientemente,medio_día,ese_mismo_día,octubre,la_noche,la_mañana,la_tarde,esta_noche,anoche,la_madrugada,esta_mañana,esta_tarde,pasado_mañana,última_noche,el_mediodía,esta_noche_misma,el_mañana,la_medianoche,estas_noches,siguiente_mañana,siguiente_noche,esta_madrugada,pasada_noche,la_mañana_del_domingo,la_noche_del_viernes,la_noche_del_domingo,las_9_de_la_mañana,última_tarde,la_tarde_del_domingo,esta_tarde_misma,la_noche_del_lunes,siguiente_madrugada,las_9_de_la_noche,estas_tardes,las_4_de_la_tarde,la_noche_del_jueves,esta_mañana_misma,la_mañana_del_viernes,las_11_de_la_mañana,la_tarde_del_sábado,próxima_madrugada,últimas_noches,próxima_noche,pasado_noche,las_5_de_la_tarde,la_tarde_del_viernes,la_mañana_del_sábado,las_11_de_la_noche,las_3_de_la_tarde,la_noche_del_sábado,las_12_de_la_noche,las_6_de_la_tarde,la_noches,presente_mañana,un_día,años,una_hora,tres_días,algunos_días,dos_horas,pocos_días,un_año,todo_el_día,dos_días,muchos_años,un_mes,dos_años,veinte_años,algunos_minutos,algunas_horas,un_minuto,diez_años,ocho_días,dos_meses,quince_días,una_semana,muchos_días,cinco_minutos,tres_años,dos,algunos_años,seis_años,tres_meses,seis_meses,cinco_años,algunos_meses,diez_minutos,pocas_horas,cuatro_días,ocho_años,cuatro_años,quince_años,unos_días,treinta_años,los_pocos_días,tres_horas,pocos_años,pocos_minutos,siete_años,dos_minutos,tres,muchas_horas,un_siglo,pocos_meses,cada_día,todos_los_días,diariamente,todas_las_noches,diario,diaria,todas_las_mañanas,todas_las_tardes,al_día,diarias,diarios,cada_mes,cada_año,mensuales,al_mes,al_año,al_mediodía,cada_semana,cada_noche,mensual,anuales,todos_los_años,todos_los_domingos,anual,anualmente,todos_los_sábados,cada_ocho_días,cada_mañana,dos_veces_al_día,dos_veces_por_semana,mensualmente,todos_los_meses,todas_las_semanas,todos_los_siglos,una_vez_por_semana,semanal,al_siglo,cada_domingo,una_vez_al_año,dos_veces_a_la_semana,semanalmente,cada_quince_días,cada_tarde,cada_dos_meses,todos_los_jueves,cada_sábado,todos_los_viernes,una_vez_al_día,cada_dos_días,todos_los_lunes
nh0165,408,278,27,82,21,113,31,2,0,0,1,0,4,0,4,20,7,1,17,19,88,146,26,18,0,0,0,132,88,0,0,1,0,33,9,2,35,0,2,0,5,6,2,6,1,3526,1384,290,1231,209,57,22,27,8,10,12,3,3,2,2,4,3,0,0,3,2,0,0,1,0,2,0,2,0,0,0,2,0,1,0,0,0,0,1,3,0,5,0,3,0,1,0,0,0,0,0,0,0,0,2,13,3,4,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,0,5,0,0,4,0,1,4,0,0,0,1,0,0,1,2,0,2,0,1,0,1,0,4,0,0,2,1,0,0,0,0,1,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,0,0,0,0,1,0,1,1,1,1,0,0,0,1,0,2,2,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0166,568,310,115,97,46,122,60,1,1,1,1,1,49,5,20,50,3,1,18,22,78,196,31,17,0,0,0,114,66,31,0,0,0,34,4,1,51,4,3,0,2,4,2,28,10,3421,4185,321,2559,161,37,51,36,39,18,8,5,12,0,2,3,4,3,4,5,3,3,0,0,1,1,0,0,1,0,4,0,1,1,2,0,0,0,0,1,0,3,1,0,0,2,1,1,1,0,0,1,1,0,1,41,27,15,5,0,7,8,4,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,3,2,2,0,3,0,1,5,1,1,0,0,1,0,1,0,1,0,2,0,5,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,4,0,1,0,0,0,0,0,0,0,0,0,3,5,5,2,6,1,2,1,2,3,3,0,0,1,2,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
nh0167,333,189,45,81,18,90,49,1,2,1,0,2,11,0,6,30,0,1,4,8,36,182,5,2,0,0,0,7,0,45,0,0,0,37,2,1,38,2,1,0,2,0,2,12,2,3677,3539,351,2268,187,40,41,19,19,9,1,4,8,0,4,5,3,0,2,2,2,0,0,2,2,0,1,1,0,2,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,19,6,6,7,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,10,0,3,5,0,2,0,0,1,1,0,2,2,0,0,0,1,0,0,6,1,2,1,0,0,1,0,0,2,1,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,4,1,5,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0168,180,85,25,69,1,40,19,1,0,0,0,0,7,0,6,12,0,0,7,2,16,60,7,2,0,0,0,25,16,1,0,1,0,30,4,2,11,12,9,0,0,0,0,1,0,1185,854,134,758,32,21,12,7,5,3,2,3,4,0,0,2,2,0,2,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,8,5,4,2,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,1,1,5,2,0,0,1,2,0,2,1,3,4,2,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0169,217,113,52,51,1,48,29,1,0,0,0,1,10,0,4,38,1,0,6,6,22,80,6,5,0,0,0,33,22,2,0,0,0,17,8,2,15,5,4,0,1,0,0,0,0,1515,1297,159,1189,86,27,22,10,5,3,1,0,3,0,0,5,2,5,3,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,25,6,4,5,2,4,0,0,0,2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,1,0,1,0,2,2,1,0,0,3,0,0,0,0,1,0,1,0,0,1,3,0,0,0,1,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0170,246,180,27,34,5,77,18,7,1,0,0,0,4,0,3,20,6,1,25,6,40,109,31,3,2,0,0,71,35,2,0,0,0,14,3,0,11,6,0,0,0,2,0,3,0,1565,2024,139,1057,98,24,17,35,14,6,3,6,3,0,5,0,1,6,1,0,3,0,0,0,1,1,0,7,0,1,0,0,2,0,2,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,19,3,3,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,1,2,1,0,0,2,0,2,2,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0171,489,213,108,139,29,106,38,1,7,0,0,1,34,1,22,63,0,1,5,13,48,205,1,0,5,0,1,7,0,108,0,0,0,36,9,6,25,32,30,0,0,2,1,14,12,3033,2764,251,1953,129,52,25,35,23,2,5,5,5,1,3,7,4,3,1,0,0,0,0,3,1,1,0,0,5,2,0,0,2,2,0,1,1,0,0,2,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,46,25,19,6,2,3,2,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,11,3,6,2,0,2,2,0,1,5,2,1,23,9,2,1,0,1,1,3,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1,3,0,0,3,0,0,1,1,1,0,0,0,3,7,2,8,0,0,3,1,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0172,199,108,19,62,10,47,19,0,5,2,0,0,4,0,4,14,0,2,5,9,25,99,7,0,1,0,1,9,0,19,0,0,0,17,8,1,29,6,0,0,0,0,0,6,3,1997,977,167,658,90,13,13,21,15,7,5,0,0,0,0,3,2,0,1,0,0,0,0,0,2,0,0,0,3,1,1,0,0,0,1,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,11,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,1,1,0,3,1,0,9,0,0,2,1,0,0,0,0,0,0,0,6,1,0,0,0,1,2,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0,3,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0173,422,236,59,90,37,66,53,0,22,7,6,3,14,0,18,31,2,0,1,66,46,213,2,0,20,0,1,23,0,59,0,3,0,26,7,0,40,11,1,0,1,2,1,29,4,1341,2752,125,1001,129,11,48,34,21,7,4,8,8,0,0,5,0,1,0,0,0,2,2,0,1,0,1,0,7,15,2,0,0,0,3,1,0,0,0,1,1,1,1,1,0,0,0,0,0,5,0,0,1,1,2,31,12,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,9,4,1,1,2,1,1,1,3,0,2,1,3,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,3,1,1,0,1,0,0,0,0,0,1,2,0,5,2,4,0,3,10,2,2,1,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0174,284,135,51,66,32,41,20,2,2,0,0,1,17,0,10,24,5,1,5,19,40,110,6,0,11,5,1,23,0,51,0,0,0,18,9,3,18,10,8,0,0,6,2,24,0,1288,1813,69,1319,81,11,16,10,8,6,3,3,6,1,1,1,2,2,4,1,0,1,1,0,0,2,0,1,1,1,2,0,1,0,1,1,0,1,0,0,0,0,0,5,0,0,2,0,0,0,0,1,0,0,1,22,12,10,0,1,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,3,0,3,0,2,1,1,1,0,0,1,1,2,0,0,0,1,1,1,1,2,0,4,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,4,6,5,0,6,1,0,0,0,1,1,0,0,2,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
nh0175,324,136,80,74,34,49,22,1,0,0,0,0,22,1,11,51,1,2,4,4,51,125,6,2,2,0,1,11,0,80,0,0,0,11,2,4,42,6,9,0,0,6,4,18,5,1616,2179,121,2202,143,21,16,8,18,7,3,8,3,0,1,4,1,3,4,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,3,1,0,0,0,0,2,0,1,2,0,1,0,0,0,0,0,0,0,3,42,16,8,5,2,2,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,2,3,1,2,1,0,3,1,1,2,1,1,3,0,1,0,2,0,1,3,0,1,0,2,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,4,4,7,1,1,0,1,1,0,0,1,1,0,3,1,0,1,2,1,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
nh0176,339,181,43,107,8,70,27,2,0,2,0,2,11,0,4,27,2,1,24,8,47,99,31,4,0,0,0,82,47,0,0,0,0,37,8,3,38,14,7,0,1,0,1,5,1,1945,1789,210,1359,144,28,22,16,17,9,2,2,6,0,1,3,2,0,0,0,0,2,1,0,1,0,1,2,0,0,0,0,3,0,0,0,0,0,3,5,2,0,1,0,0,2,0,0,0,0,1,0,2,0,0,19,6,4,2,4,4,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,6,3,2,1,2,3,0,1,4,1,0,0,0,0,1,2,0,0,0,2,2,0,2,1,0,1,2,1,1,1,2,4,1,0,3,0,0,0,0,0,0,2,0,0,0,1,0,1,0,1,3,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0177,225,127,33,51,14,65,15,1,2,1,0,2,11,0,7,15,2,3,2,10,29,110,12,5,0,0,0,17,0,33,0,0,0,31,0,0,17,0,3,0,0,2,0,12,0,1214,1078,114,753,108,27,15,16,12,14,4,0,2,1,2,0,0,0,0,1,0,0,2,0,0,0,5,1,1,1,0,2,1,0,2,3,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,8,7,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,3,0,0,1,0,0,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0,0,0,5,2,1,0,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0178,109,36,39,32,2,19,4,0,3,2,0,0,3,0,3,35,2,0,1,6,4,31,3,0,1,0,1,5,0,39,0,0,0,13,0,0,14,4,1,0,0,0,0,0,2,393,653,18,569,20,8,4,3,3,5,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,4,2,0,0,0,0,0,0,0,0,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0179,258,127,50,60,21,51,24,0,6,3,1,6,9,0,8,34,1,1,3,19,26,106,18,1,1,0,0,20,0,50,0,0,0,22,9,0,25,3,1,0,1,2,1,12,1,1803,2186,109,1086,60,22,15,5,5,16,2,1,5,1,0,5,4,1,0,0,1,1,3,1,0,0,1,0,1,5,1,0,0,0,0,1,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,0,0,0,23,9,7,9,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,5,0,0,1,0,1,0,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,2,1,2,1,0,2,0,0,0,0,0,0,0,0,0,0,8,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
nh0180,808,378,119,275,36,163,51,0,1,0,0,0,40,0,6,74,5,13,50,10,86,215,69,9,0,0,0,163,85,0,0,0,0,103,26,4,52,41,47,1,2,4,0,20,2,4169,3511,509,4124,226,92,36,27,33,20,7,9,10,0,2,4,6,1,1,2,7,0,0,0,2,1,0,0,0,1,0,0,1,4,0,0,0,0,2,0,0,0,0,1,3,3,4,0,1,0,5,0,0,0,0,63,27,5,6,4,6,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,12,3,5,6,3,9,0,4,2,3,4,1,7,6,2,1,6,6,3,0,1,17,10,2,1,6,1,7,1,1,8,1,0,2,10,0,0,0,1,0,1,1,2,4,0,0,0,2,2,3,9,1,1,2,0,1,1,1,0,1,1,2,0,0,0,0,0,1,0,0,0,1,0,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
nh0181,735,448,91,179,17,207,83,0,2,0,0,1,19,1,7,64,1,2,18,11,125,290,25,8,0,0,0,158,125,0,0,3,0,45,10,1,103,14,3,0,1,0,0,15,1,4076,4946,454,4901,305,108,68,30,38,24,25,31,6,0,24,4,2,5,0,3,3,2,0,4,2,0,0,0,1,1,0,1,1,3,0,4,0,1,0,2,0,0,1,0,3,3,0,0,5,0,0,0,1,1,0,57,14,7,4,2,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,10,4,2,3,1,12,1,1,2,7,2,3,1,0,2,0,1,2,0,0,1,4,1,1,0,4,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,2,4,4,6,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0182,793,404,133,231,25,174,88,1,1,0,1,2,29,4,21,86,4,1,8,8,118,263,20,3,0,0,0,141,118,2,0,1,0,66,23,4,84,27,26,0,2,0,1,15,7,4096,6303,400,4469,455,89,66,35,42,25,20,13,12,0,6,8,12,0,1,2,2,4,1,0,1,0,0,1,1,0,0,1,0,2,0,10,0,0,1,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,62,21,20,6,14,3,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,11,5,3,7,4,5,3,2,4,6,4,0,0,3,6,5,4,2,1,2,1,7,3,2,2,0,5,2,3,6,4,2,3,3,1,5,4,0,0,2,2,1,5,1,0,2,1,0,1,6,5,3,1,0,0,2,1,1,0,0,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0183,971,453,201,279,38,161,62,4,2,10,11,27,44,0,27,135,6,0,21,57,133,399,48,3,0,0,0,51,0,201,0,4,0,56,21,39,63,58,37,0,1,1,3,27,5,9026,6620,955,3648,832,68,46,37,56,23,7,11,11,0,3,6,7,3,1,1,2,2,10,2,1,8,2,3,0,2,4,2,6,1,0,6,7,1,0,2,5,2,12,0,0,0,2,1,1,0,0,1,1,0,0,76,36,20,31,21,1,4,5,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,12,5,18,8,5,4,2,2,4,6,1,0,10,14,6,2,0,1,0,11,0,3,1,3,6,0,1,0,3,5,1,3,0,0,0,0,0,2,3,2,2,2,2,0,0,5,2,0,8,15,1,5,0,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0184,600,314,90,179,17,107,30,6,2,0,0,1,24,2,21,43,3,2,45,23,96,146,54,20,0,0,0,168,94,10,0,5,0,65,23,5,45,27,9,0,5,7,1,4,0,2411,2491,341,2473,270,49,25,23,31,10,4,14,8,2,0,2,2,9,0,7,8,12,0,0,0,0,0,5,1,0,1,0,1,0,0,1,2,1,0,1,0,1,1,0,8,0,0,1,0,2,0,1,1,0,1,37,21,21,1,5,1,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,3,6,5,4,3,1,2,1,3,2,2,2,1,0,1,0,3,0,2,2,0,0,1,4,0,0,0,1,5,0,4,1,1,0,0,1,2,1,2,6,2,3,0,1,0,0,6,1,0,1,0,0,1,0,0,1,0,0,2,0,2,2,3,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0185,137,90,29,13,5,60,20,2,0,2,0,0,5,0,3,21,0,0,0,2,6,90,0,0,0,0,0,0,0,29,0,0,0,7,0,0,2,4,0,0,0,0,0,5,0,2546,725,145,537,71,25,12,14,3,5,2,0,10,0,1,3,4,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,21,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0186,140,92,8,38,2,46,22,1,1,1,1,3,5,0,3,1,0,0,4,8,11,91,0,0,1,0,0,1,0,8,0,0,0,14,3,2,4,4,10,0,0,0,0,1,1,1387,604,79,532,91,28,19,6,8,0,1,2,0,0,8,1,1,0,2,1,0,0,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0187,200,109,26,62,3,48,20,0,1,2,0,2,4,0,2,20,1,0,6,13,21,74,10,6,2,0,0,35,17,6,1,0,0,18,6,2,19,10,7,0,0,0,0,2,1,1192,620,106,698,75,26,15,14,7,3,1,5,0,0,1,0,5,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,12,4,1,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,1,3,0,2,0,5,1,0,0,2,1,0,3,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,1,2,1,0,0,1,1,0,3,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
nh0188,310,154,92,56,8,83,22,3,0,0,0,3,17,0,11,66,0,3,0,10,29,142,3,0,7,0,2,12,0,92,0,1,0,11,9,1,17,9,7,0,0,1,0,5,2,3367,2194,222,2009,116,39,17,22,18,6,2,1,6,0,3,2,3,0,2,0,0,0,3,1,0,0,0,2,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,48,14,9,10,7,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,0,2,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,3,1,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,1,3,2,1,0,0,1,1,0,2,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
